"","P_GSM508710.CEL","P_GSM508711.CEL","P_GSM508712.CEL","P_GSM508713.CEL","P_GSM508714.CEL","P_GSM508715.CEL","P_GSM508716.CEL","P_GSM508718.CEL","P_GSM508728.CEL","P_GSM508731.CEL","P_GSM508732.CEL"
"CSNK1A1",229.46352035126,282.753058003742,269.105923104503,406.60136093538,311.889278997801,380.287601271219,213.198831081918,326.222705408997,1022.81849183851,867.808023136588,107.460349966653
"SF3A1",109.283682913365,79.8988106631782,111.088460724182,98.8053704378158,81.7987145625095,79.8988106631782,92.3930690727506,91.1232176649669,72.4970902210299,79.6558772390513,85.5487724991991
"GNB5",98.5807799034727,84.3411349796887,92.631079172521,85.2666629961927,90.6975207353537,83.5340478685817,88.8759818593033,96.3397773767691,74.6062983562052,76.0650906168541,94.7230725780277
"PLOD3",354.227264206821,446.317490814602,783.527594907915,676.315399533691,435.095421340948,409.964630763488,470.058852892637,581.327478280081,1130.55348520535,600.624098835266,358.956848743275
"CERK",360.38193155821,408.435230477364,296.184215043658,343.286078737774,414.709701428342,469.543261087837,230.066981449852,444.919456799209,512.561091846954,692.937995654635,257.713650627374
"DRG1",574.664569524785,590.750834664158,948.545438398735,715.377073573004,716.194868367616,719.908948350117,483.809683266727,1072.20368387133,742.659585333529,779.051509419213,568.42110642002
"MRPL15",173.095518776427,158.712477041708,234.436903659919,156.267488471214,190.446572144387,186.163120668029,125.111570946198,266.547369747215,215.208908625341,359.093578793112,149.314225414812
"SRP72",174.812159806017,225.034235132779,305.086750701494,276.715311299226,227.496589465268,333.579496384501,189.14934190874,301.507550481028,322.505799633135,318.84243963394,126.902781598084
"HECTD3",423.296834607979,459.998648766866,456.528078622449,336.959931260014,392.51807511214,365.698070928882,418.427860603629,418.740518168503,322.148409752758,230.21600030959,370.190220131714
"UQCRFS1",717.493594032565,461.622697921494,1407.62603469259,1290.54394629469,803.535722403003,1360.13573342565,505.372985591965,1271.49442732728,1384.89891378294,1488.28745419613,261.043397615365
"CHGB",365.17219356979,617.354316638494,309.65401568859,191.9083647284,183.29055181725,322.432499921049,167.812996453324,618.426420064603,187.822507376533,385.96788845947,376.36399497084
"USP21",229.989867289917,241.881141367219,293.04131632988,250.53814647697,219.990018126688,226.057128081397,277.398009313889,292.725145057269,259.857492695253,227.845707243919,226.057128081397
"E2F3",65.1287940919957,84.605510551537,55.9075144235794,76.7487607055117,71.4743058016332,83.2502543010143,76.979425188258,44.6119237922328,76.5332417081517,89.138947313951,61.7057566480601
"CRK",365.829320330416,248.194991688672,289.95709572387,376.656186974447,247.025779180612,310.05032828219,331.504413400756,291.722317474825,445.283297633033,460.31535393634,183.832478568031
"MYO1C",1255.66918816915,1088.78006484907,1037.35077458202,1015.67463871711,1186.65766256054,939.405417433318,1358.07188042532,890.239553841435,714.326146503073,704.717855120891,1225.71070964552
"AGRN",430.216185003203,518.382144110855,502.103248656557,701.547841573087,533.677561437022,610.820744136706,758.295176102209,440.570215841608,340.208618093068,317.477861083456,358.937880645658
"PDE4DIP",410.179517138378,148.349408475486,471.751785107341,425.751612836489,241.722733217775,431.843429584749,215.64356576374,431.843429584749,312.195450125466,499.765191044715,330.751931465796
"CXorf40A",224.24757680244,217.18126787251,501.399179780228,383.150978340054,360.593216455728,358.250110913457,255.666872036754,448.559992307216,401.348606824242,615.107106035662,155.751481066058
"CAV1",149.927636106387,121.859480861849,175.287919421736,115.589885358079,176.84344407702,129.086635562033,156.189334077814,170.192371343598,146.516039651888,195.075323175948,137.022770282816
"ALDH1A1",66.8639174669332,50.6122973123857,111.802026939951,105.817968258809,55.0029189370351,94.6098864256531,57.6243071568439,50.8753042061025,202.373720588824,210.970150613281,34.7984939761502
"TUBB6",277.743271530612,286.950059121222,322.931604070674,307.67068289102,1093.83021241149,363.394698707771,343.299366155565,492.723092544155,243.566361071047,307.085951827606,192.53129820656
"TGM2",523.716815191982,518.971625793812,446.238769437925,494.336635263412,2811.9409604567,539.138644323846,711.530630257164,593.877004193686,402.69557083168,901.588297019922,359.36632271109
"CRYAB",5006.38685842894,3090.15296007234,7844.72549795211,11037.6253300885,4760.48897392339,6058.52581190696,4312.8799279176,6023.53448674336,5922.28330944002,8407.74617520371,1790.41218582134
"TNK2",831.928217712757,739.686519730182,433.971327574606,834.700209796561,425.795335383617,1089.86795513781,1165.75722713827,574.358241016257,369.859280807466,552.656336922955,567.813128517222
"DIP2A",3592.22610727592,2905.7036193176,1045.38055394936,2964.5779308497,2161.90470062662,1960.44849942831,3223.03568838592,1557.30297712009,3074.46846552762,2729.96557812353,3841.76150934202
"NDE1",640.561503248668,1014.44196805661,547.10975982874,1460.32536382891,724.525032992134,621.019420488868,1085.76330849675,626.260045615426,822.092924370276,1372.97021870987,627.028950059747
"EPHB2",89.0995411207982,66.3582173378151,83.6895349793007,75.0406527391995,87.3866714281406,64.4056659918153,81.5180530561057,83.9182062785701,86.1606541834736,85.6801512939976,84.4837210275665
"DCTPP1",636.316471769446,599.550893495974,617.139295650494,557.962060308697,609.817154696331,559.662392758539,626.437178672836,666.578385066474,484.829491394054,506.124118652919,720.127892805345
"QKI",1004.53419945581,860.03635606189,250.978455428819,1123.16043499091,244.659995346601,548.247243544917,927.227466269236,270.55172153694,1238.88868760026,709.28949452944,145.3174623759
"CSDE1",480.914060449862,984.68474805031,1156.59952484642,751.901710432449,817.901428477634,988.527202784296,504.271478687708,1315.81858614737,1815.21451512631,1551.62108623018,400.459149638486
"SYNCRIP",81.1827263789417,82.9217277248414,168.362116124593,161.252566861114,238.026179899569,103.954500500319,130.646499168661,147.148949175832,248.814017205842,396.628962741115,92.2256997239578
"DYRK1A",74.480511297116,75.3024448641489,67.5454641829566,63.6710634395792,78.6835400302941,71.0317780666962,71.7794108220612,67.5292126365769,63.6862831901005,62.5448826250745,67.6197573489217
"SUMO3",802.742910353963,1136.929063481,1931.5216525526,1033.35802684046,1212.87331207415,1828.71337411916,563.071205269053,3548.11771413128,2216.66362132379,2187.35492298931,279.485455637158
"ISCU",1096.40010144339,698.581918056281,1148.65215586515,791.222326652902,889.865271256091,1252.04952652912,573.396489357977,1817.05878515205,1379.19737879322,2030.45662031564,632.16114866869
"ACBD3",167.636008900975,325.787866729646,256.289446095349,303.619035091217,378.008571097729,443.744539362519,238.355317114594,253.314973214242,643.201009508187,640.673047235783,213.473572716976
"APP",297.303417100684,698.089030121765,750.226563755081,365.359084020992,800.544044651162,398.648324780077,244.969490673192,569.23890814477,836.618344419728,381.616912042898,436.285616849251
"ATP5F1",599.575485938421,581.95199887596,1646.2617442274,1094.31319621473,659.841649414103,917.094814805972,501.375911671924,1645.97947743999,2094.64213458259,2517.57711441973,206.303643913969
"PSMA7",705.160077211193,571.376697551383,1020.07613549304,962.638270007628,868.167821710745,859.525302535824,499.069288457705,1021.98218620239,836.600028872693,1270.98298772533,375.101830276231
"SIRT2",1354.34083781828,1104.78710056216,1495.42195446624,1221.01329641723,1190.49358695454,1084.72252030521,1404.06331731742,1349.1815196081,1219.51948562844,1359.6059650115,2089.66676875028
"VAC14",217.989023056665,207.480330015932,241.248523745214,191.948426289984,212.30663270682,185.64122244478,230.478459888306,222.357584401194,179.317605522449,175.897961995883,188.737276564978
"NDUFA5",383.770967949797,244.328759029002,254.126038022064,362.163725157195,181.332817655386,637.113580811465,267.065850747225,270.38603246944,733.518509488396,893.031023180616,319.402203104226
"SDCCAG3",177.689958048436,184.736369717118,153.392841506176,174.478813470224,202.27386305239,186.086157681164,182.303725264567,203.257135581512,274.586573915836,286.687963849788,147.173075362168
"PIN4",204.696702196179,141.1912079541,270.276287711006,338.054369388227,278.415919001908,305.651581367206,208.739666579156,362.277661051619,190.812649637447,475.899934411051,550.71852454855
"IRF7",129.231998591419,145.254658967316,129.985225721882,176.63652359107,145.749353471007,158.731788975003,195.391315833618,138.260874063737,112.297880870105,174.239781833192,285.934369179983
"ATM",362.950124686738,382.785201044227,144.993471454738,372.609310687247,193.879350677116,178.454537408749,321.306769784189,137.072334350846,503.037418522427,240.365050020078,312.220830834085
"RAP1GDS1",426.288848357632,425.805995879768,1101.70973308955,1070.79153564671,501.324681831921,629.680763019932,499.755094084081,814.843341681282,1031.8381829104,1027.93160090607,388.745397485824
"PRDX2",204.071184099566,197.254066817116,258.572936210663,161.452918619731,187.198717092008,180.895752389223,196.814817085597,272.355862965496,137.369215011522,198.445311005974,327.02405348554
"VPS26A",680.26164840648,545.908486299045,930.484011950866,709.807914108131,709.950371309847,1332.42306400178,521.830007040732,811.935529939059,1755.87711378833,1666.02538817714,166.597025926474
"NEDD8",350.047434581222,198.246380905606,391.995944252875,241.373507462414,294.021907462861,294.614775324101,228.500699704519,514.854593955721,270.020850971297,294.150016377993,183.720833744641
"SRPRB",344.371207789847,423.921524438069,502.211177299292,528.756283758668,641.735915148883,529.009103545347,393.595247195919,787.202828168111,568.993377458909,481.059647915915,379.615874506646
"HNRNPA0",201.624074869474,259.892086125478,316.265668583454,312.612922985229,301.740984309143,431.86682395616,148.340275748386,331.666025674801,489.148384353252,444.003995188465,101.613789397717
"CHD3",336.928320731725,326.020249565541,337.351292400432,316.217033972968,366.328890394227,337.070534507661,389.551864864253,322.57325047917,264.555925380567,247.536870955441,353.533789683787
"JMJD6",106.965208779853,157.0412291887,182.804073987485,187.168184510814,341.312755122701,279.264796818812,183.298812786421,216.846337204323,958.628221605116,924.209871799196,1564.11504566468
"ACOT7",109.918962674194,118.045671046654,122.56360724064,92.7186682572052,128.098560052812,95.9598021693534,96.3556531385771,127.291847854213,94.4861750912608,103.591987661239,112.457728593253
"CTNNB1",199.513449626661,167.695563706513,131.184668131733,208.186298475285,153.293634782248,272.267391607431,207.253478140553,134.5360110249,291.233947363039,183.196829236138,141.844047216923
"NDUFS3",605.03769579945,467.95823335701,1371.01153115356,786.121223305455,637.539898131255,740.297925515384,482.951157070098,1490.96841036212,913.578682442539,1158.92753337278,428.957411724059
"NHP2",611.743725971399,708.829344866934,1383.66481875312,947.71159264417,785.119563719597,844.252448751652,653.458141126665,1630.30173978877,978.503349372737,1443.90005183929,1126.50724208976
"ACVR1B",884.599127534843,706.025502796245,540.288258058808,578.719922286765,449.681433923829,674.639831639993,498.957415627262,426.905516862284,555.522577928761,652.533812336173,558.72732703122
"ATP6V1H",522.244297503683,375.543635062752,714.660995205921,740.61310129772,352.711869901139,545.890668053011,328.822726939378,629.984766260474,869.661894067682,1032.38670973855,418.806440023541
"PSMD4",885.060403335047,752.005791669075,1687.63274228344,1501.5771721326,1297.06583770138,1836.41332026395,926.836623048607,2292.1309700971,1282.40185562584,2267.50116224931,700.18407327829
"UBE2V2",164.90438134656,110.81366880056,181.709411591141,200.829484382683,105.336493785357,241.337356507527,123.861784504641,193.204901214014,416.320632134824,288.928720611578,99.8605073682702
"NDUFB6",447.942051672258,314.308010878099,737.589090583353,546.160301620007,426.486150117951,726.64376268114,307.173312847944,725.466376334127,850.870882930564,1224.19543976751,433.219563110913
"THY1",232.710442668263,198.359106794156,289.41563502447,182.044431819814,176.893926786315,220.545322253246,185.015020735673,496.966537590904,161.896513476794,204.18602685531,279.322522769822
"MAP3K14",132.058243259341,147.900904886982,138.2177091485,123.984387351066,159.063259584893,101.992226161469,158.23238862735,129.451741965787,112.489907755153,89.8335999973718,164.881488668842
"SRPK2",206.378965033966,178.020139314116,196.355470409126,196.623052429099,129.36329850599,274.714726402305,99.7915564723088,213.679980189349,442.256525791557,401.438911920668,168.566567635974
"TUBA4A",513.81118991523,291.232196485705,726.681244711726,596.320026301795,372.405058713994,444.559803484565,278.263869062074,1143.76676538459,329.376240720379,528.972803808663,470.924542666056
"OASL",246.133954602761,213.767715542452,244.254496231612,186.816056393796,198.443555825565,188.582455404818,244.069665523003,188.379831799126,185.302798326498,158.283733243493,253.448780159176
"SGTA",299.852345215434,310.186230291681,460.40481616222,472.546215171106,449.049230464801,376.838584880336,492.522983784859,379.77196172724,267.270148831953,328.359288033094,412.097966312285
"RRAS2",110.371319936624,120.112349736339,127.454025987404,107.696816379183,124.729441479794,141.096624154722,111.559232787211,102.775573564514,114.883734599078,98.5879163710629,106.183706671787
"TRAF3IP1",39.0443432442039,40.4036841682265,41.3213455743441,40.0777156158498,39.9850079008023,43.0356288942095,36.9195719742393,41.3035706437888,36.4990082688675,36.5564647131129,43.5207336931465
"DLD",179.334235043279,148.565129427483,208.836050305386,216.025619966718,142.558078997037,234.60728032452,138.124557705717,221.669407525115,349.141097297219,449.606307219663,84.5835502264629
"SERPINA1",136.38107315156,133.361006239538,143.937008237405,138.54878669509,127.911352107671,115.931290942133,125.54097449116,399.481777327943,143.822948394182,236.081836764455,212.776188485286
"PAFAH1B1",463.221465912227,458.468257646055,511.449420269132,528.013987765222,362.144877019229,488.723342222328,358.744908321232,591.748699468313,841.98926470427,765.718832273083,61.1248550110823
"NANS",114.415876251253,117.292046022918,215.780431813723,153.134218888683,218.818096101855,164.031243924099,106.532380124143,417.535566961348,220.485308220803,374.811043949983,237.660715627184
"PRC1",67.4417324153264,66.9534406418758,77.6766671920684,79.2915168990832,55.9611027132154,68.453378921748,67.7442947723056,77.4291803559675,67.8466294395817,75.625154937082,67.0640653070463
"CASP9",387.598840457587,314.291393304031,370.816182216821,424.260503166421,333.244883848364,340.111923360092,393.664508231065,345.126943339247,373.501483818447,330.670904030195,344.56454873901
"PDHB",553.340636012513,507.890426220862,1149.82781835117,1074.72895515628,676.277677138107,1108.10634316495,449.853056249884,1078.51047230394,831.730618287172,1319.59412580326,537.921095873137
"TCF3",208.469708512837,292.907541692822,214.495359931734,322.333435724782,303.246347595728,460.98172922674,375.352192021025,263.48207617765,307.17164448407,423.965466076856,311.277313001779
"IMP4",280.698327250644,254.852573347854,432.966940535467,344.581435906813,454.824536157451,270.570403748857,291.035890339865,755.342293886607,192.45515146602,496.18882543039,430.530362283606
"CASP10",296.584236345661,260.129922507092,234.449982046168,215.40077246965,224.942809296326,191.052567796237,288.597305503748,208.741745084405,189.568974040185,154.949100389047,230.324174540016
"CAND1",44.4741801451122,44.2963336081315,61.3951516084415,54.4036249542749,60.8022556057896,63.7155825483579,46.8157074275098,65.7382278918748,111.211728964102,93.7855036167284,45.5858046686718
"HIF1A",1044.96819450043,1298.17645584274,745.45620675792,1266.22718795181,1327.72539196553,1941.7684455193,922.839974937737,940.587422077704,1942.33821567273,1675.88947955556,1292.90942138385
"MRPS7",241.524481258767,203.029231563291,286.234027111694,212.139833939424,207.000109545825,233.207486351631,194.334273071863,290.811992194874,229.753964440512,294.110241601573,188.068032503264
"PINK1",730.84884368054,1072.58619916503,1511.97553673191,1206.19432421059,1172.22071474133,1593.32505009916,978.122900100605,1393.53421115778,1059.95990631986,1519.15642223896,411.694864682023
"RASSF1",199.306328462887,164.316536925404,278.66188462902,328.907918848332,190.640561996509,237.385201982274,202.273047532593,289.460858048399,202.780697859176,189.60845486203,182.090974361231
"AKT1",220.816342517346,162.937048115763,161.895073648194,179.22031826414,186.299569841198,187.11157393946,185.661657702865,167.543520177919,154.758742184662,146.183535790143,184.618091238537
"NCOR1",220.04962580968,157.540640267467,175.283422963613,158.42700193512,170.27988493687,151.452611851769,192.567387433281,151.719471573993,176.554701282682,210.239424200787,235.355509139688
"GRB10",59.9864534862177,104.083718093119,47.2161688583954,84.6990097361988,75.8062130394713,51.2227265897787,57.9797890937191,46.0471726117541,80.7916793663441,58.2546349904324,42.6754086194384
"IDH1",240.616354491428,359.761361016609,361.508458210276,359.316194193934,225.35213264703,447.226981465043,233.493431228636,457.33779620378,952.437844026017,656.039676422886,253.094677501699
"HELZ",610.302440811477,693.790434783236,483.687379663915,607.266919773092,420.438410102671,445.967688110312,682.861269356865,378.793071261223,999.020009995377,722.338954408884,419.149502178035
