"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"204915_s_at",0.11217555015454,5.0299336056195,0.876469705024471,0.389600413307413,0.779245484303446,-4.70961306866131
"220386_s_at",0.113209980599396,4.55478780010971,0.876449801199655,0.389611010226069,0.779245484303446,-4.7096205505241
"206653_at",0.141158341776235,5.04508285825184,0.876400562026724,0.38963722626623,0.779245484303446,-4.70963905890877
"216423_at",0.105482403613603,4.68022414153553,0.876394916653603,0.38964023206249,0.779245484303446,-4.70964118087354
"37022_at",-0.167120874313683,7.08696808075787,-0.876241365122329,0.389721994084532,0.779261488299953,-4.70969889260919
"210709_at",0.144679437811381,3.7977879399113,0.876123640720989,0.389784686654128,0.779261488299953,-4.70974313269036
"201894_s_at",-0.19703951122639,6.40666544422992,-0.876103595108829,0.389795362329629,0.779261488299953,-4.70975066517038
"211303_x_at",-0.175252056175012,6.64864631181748,-0.876021228449538,0.389839230261611,0.779261488299953,-4.70978161421511
"205025_at",-0.159340350303075,5.20955332677293,-0.875991526131589,0.389855050301504,0.779261488299953,-4.70979277413594
"207675_x_at",0.132482232012063,4.46961996140443,0.875940078189895,0.389882453472421,0.779261488299953,-4.70981210363741
"208521_at",-0.108129768340818,4.34180055980217,-0.875858332135572,0.389925997158534,0.779261488299953,-4.70984281433637
"213334_x_at",-0.138182533850469,5.77503023574756,-0.875854424460289,0.389928078739488,0.779261488299953,-4.70984428232347
"202752_x_at",-0.157705427244805,6.86697380934134,-0.875722415432077,0.389998402901749,0.779332115306984,-4.70989387037505
"211570_s_at",0.121234807384923,4.15865993809321,0.875629650803504,0.390047825604922,0.77936096609569,-4.70992871257798
"200077_s_at",-0.306140256573287,10.5760819878282,-0.875244702370186,0.390252959929436,0.779677772187209,-4.71007326288034
"206303_s_at",0.160846091505737,5.08685409329732,0.875198092145033,0.39027780268667,0.779677772187209,-4.710090761395
"214930_at",-0.192101676206913,5.83361474733273,-0.875082031934329,0.390339665997675,0.779677772187209,-4.71013432932952
"204120_s_at",0.118812139553219,3.88774105983669,0.87502426751202,0.390370458401115,0.779677772187209,-4.7101560116213
"213964_x_at",0.119244041296427,3.86251375684563,0.875002671144576,0.390381971151436,0.779677772187209,-4.71016411764206
"214892_x_at",-0.189847954900221,7.02102319096817,-0.874801478525178,0.390489234946502,0.779677772187209,-4.71023962499123
"200999_s_at",-0.16057976992087,7.68606011749555,-0.874737572445788,0.390523309810661,0.779677772187209,-4.7102636055919
"216709_at",0.0787532516955771,3.88068777069285,0.874624123397596,0.390583805833942,0.779677772187209,-4.71030617318186
"214042_s_at",-0.137852691421162,9.48037420689004,-0.874598929411434,0.390597241198118,0.779677772187209,-4.71031562562499
"209103_s_at",-0.158760544108137,6.70562519778042,-0.874498285982199,0.390650914969366,0.779677772187209,-4.71035338323145
"215912_at",0.143723324879405,4.2224187688787,0.874493810330378,0.390653301973291,0.779677772187209,-4.71035506223572
"216846_at",-0.123419159260169,4.53714699893554,-0.874426262544589,0.390689328447847,0.779677772187209,-4.71038040129606
"219094_at",0.107494691479138,4.31608985684338,0.874264366759729,0.390775683982108,0.779677772187209,-4.71044112574434
